peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
76.49,1.68,M,26,0,0,0,2,0,0,N,0,1,0
99.01,1.79,V,51,0,0,3,2,0,0,N,1,1,1
96.32,1.62,M,38,0,0,0,14,0,0,N,2,2,1
50.2,1.67,M,55,150,0,0,1,0,4,N,0,2,1
64.54,1.77,M,18,20,5,0,13,9,0,N,0,1,1
94.45,1.86,V,46,10,0,5,3,0,0,N,1,3,2
90.75,1.7,V,39,0,8,5,0,4,0,N,1,1,2
109.3,1.74,M,27,0,0,0,27,14,3,N,0,0,0
92.64,1.74,V,26,0,11,0,12,7,1,N,1,2,4
107.15,1.73,V,44,0,7,2,9,2,0,N,0,1,2
49,1.65,M,68,30,0,0,0,4,0,N,2,3,3
83.04,1.65,M,39,0,0,0,14,0,0,N,1,2,3
109.23,1.68,M,44,0,6,4,24,15,0,N,2,3,3
90.37,1.64,M,48,0,13,0,8,0,0,N,1,3,2
103.42,1.61,M,22,0,19,1,8,0,0,S,2,2,2
45.51,1.59,V,49,80,1,4,13,8,0,N,1,2,2
75.42,1.73,V,37,0,0,1,0,1,0,N,0,1,1
111.7,1.71,M,49,0,6,8,0,0,0,N,2,2,3
88.75,1.72,V,44,0,0,3,0,0,0,N,0,1,0
109.82,1.7,M,44,0,16,2,3,0,0,N,1,4,2
102.2,1.64,M,47,0,11,4,7,3,4,N,0,2,2
86.42,1.76,M,18,0,0,4,0,1,0,N,2,3,2
79.46,1.79,V,29,0,0,1,1,2,0,N,0,0,1
81.71,1.67,V,57,0,0,6,0,0,0,N,2,3,4
75.2,1.56,M,25,0,5,0,17,9,0,N,1,2,2
66.85,1.78,M,59,10,14,1,1,8,0,N,1,1,2
69.38,1.6,M,51,0,0,0,18,7,1,N,2,3,4
66.76,1.75,V,18,0,7,0,0,7,0,N,1,2,2
58.72,1.63,M,38,30,0,4,10,2,0,N,2,2,1
84.77,1.74,V,37,0,0,2,0,0,0,N,0,0,0
60.1,1.62,M,39,0,2,2,1,4,4,N,3,4,4
59.84,1.77,V,41,0,0,2,0,8,0,N,0,1,3
79.2,1.67,V,27,0,1,0,11,2,2,N,1,3,4
84.49,1.63,M,34,0,1,0,12,6,0,N,0,0,0
62.41,1.58,M,23,0,0,2,0,0,1,N,1,3,4
54.5,1.74,V,41,60,0,0,0,0,1,N,0,2,2
78.95,1.65,M,18,0,9,3,2,4,0,N,0,2,4
94.08,1.72,V,18,0,10,0,5,0,0,N,2,1,2
50.8,1.68,V,18,30,8,5,0,3,0,N,1,3,3
47.82,1.63,M,27,0,0,0,0,2,0,N,2,3,4
99.71,1.71,M,41,0,0,9,0,2,0,N,2,4,4
88.13,1.67,V,45,0,6,0,18,10,0,N,0,1,2
108.04,1.73,V,26,0,2,7,0,0,0,N,0,1,0
89.56,1.66,V,31,0,0,0,17,6,0,N,0,1,1
92.18,1.73,M,43,0,9,0,0,0,0,N,0,0,0
53.87,1.73,V,50,80,0,5,0,0,0,N,1,1,0
49.6,1.66,M,34,70,16,0,0,0,0,N,1,3,1
63.93,1.66,M,48,0,0,0,0,2,0,N,1,0,0
53.87,1.73,V,49,40,0,6,0,0,0,N,3,4,4
82.95,1.61,M,53,0,0,4,0,0,4,N,1,1,0
75.39,1.58,M,62,0,0,5,10,12,1,N,1,2,1
85.29,1.62,M,66,0,1,4,3,4,0,N,1,1,1
74.56,1.7,M,24,0,1,0,7,0,0,N,1,3,3
94.52,1.66,M,23,0,3,2,12,8,0,N,0,0,0
92.18,1.75,V,21,0,11,0,8,4,0,N,3,4,3
98.77,1.73,V,48,0,3,5,16,11,0,N,3,4,4
48.41,1.64,M,50,100,0,0,15,8,0,N,1,2,2
97.37,1.62,M,39,0,11,7,0,6,0,N,1,1,1
53.87,1.73,V,29,130,8,0,11,5,0,N,1,2,2
100.47,1.83,V,44,0,2,5,0,2,0,N,2,2,2
87.75,1.57,M,22,0,20,0,0,0,0,N,2,0,0
112.7,1.81,V,40,0,11,0,8,0,0,N,1,1,2
73.57,1.66,M,70,0,0,0,7,0,0,N,2,4,4
77.94,1.78,V,47,0,0,2,16,13,0,N,2,4,4
133.96,1.83,V,18,0,6,8,0,0,0,N,1,1,0
97.77,1.63,M,64,0,14,2,4,0,0,N,1,3,4
88.35,1.77,V,41,0,10,0,0,0,0,N,2,2,2
68.58,1.68,M,23,0,0,1,0,0,0,N,0,2,2
70.24,1.65,V,32,0,0,0,7,1,0,S,2,2,3
60.55,1.74,V,36,30,0,5,4,0,0,N,1,2,2
51.41,1.69,V,31,50,0,4,2,2,0,N,1,2,4
88.44,1.82,V,60,0,8,0,0,0,0,N,2,3,3
105.36,1.74,M,50,0,22,0,5,0,0,N,3,4,4
96.53,1.7,M,29,0,0,1,14,0,0,N,2,4,3
71.6,1.8,V,46,0,0,6,0,9,0,N,2,3,4
80.36,1.61,M,58,0,0,2,4,2,3,N,1,3,1
56.51,1.72,V,42,0,0,1,1,12,2,N,0,1,0
80.82,1.82,V,53,0,2,1,5,6,0,N,2,3,4
74.11,1.75,V,29,0,5,0,1,0,0,N,2,3,4
86.8,1.66,M,52,10,21,0,15,14,0,N,0,0,1
78.74,1.68,V,31,0,0,0,6,1,0,N,0,1,1
103.01,1.64,M,25,0,14,4,0,2,0,N,1,1,0
62.97,1.63,M,40,0,0,0,8,5,0,N,1,2,2
63.58,1.7,M,42,0,0,0,7,5,0,N,2,4,4
102.02,1.7,M,52,0,0,8,1,0,0,N,2,2,3
81.3,1.86,V,57,0,4,0,8,7,4,N,2,3,4
58.69,1.66,M,63,0,0,0,0,0,0,N,2,3,4
85.44,1.75,V,38,0,10,1,0,0,0,N,1,1,3
62.16,1.58,M,23,0,2,2,0,0,3,N,3,4,4
89.62,1.74,V,57,0,8,1,8,4,0,N,2,3,4
64.54,1.61,M,50,0,0,1,0,0,0,N,1,2,2
72.78,1.72,V,36,0,0,0,6,0,3,N,1,3,4
57.03,1.78,V,46,90,0,1,0,9,0,N,1,1,1
49,1.65,M,52,90,1,3,7,0,1,S,1,3,3
78.41,1.65,M,40,0,2,7,0,0,0,N,4,4,4
57.92,1.58,M,35,0,0,0,2,6,1,N,0,0,0
63.96,1.59,M,48,0,0,1,0,0,3,S,1,2,2
57.67,1.79,V,18,0,0,3,0,13,0,N,2,4,4
96.95,1.78,V,37,0,12,0,6,6,3,N,2,2,2
99.86,1.58,M,24,0,14,0,22,7,0,N,2,4,4
62.99,1.62,M,39,0,3,0,0,0,0,N,3,4,3
92.2,1.78,V,35,0,0,0,6,1,1,S,1,2,1
110.85,1.87,V,44,0,0,0,17,5,0,N,1,3,3
65.12,1.69,M,41,0,0,0,0,1,0,N,1,2,3
78.12,1.59,M,28,0,0,0,17,4,0,N,1,2,3
92.59,1.67,V,48,0,7,2,9,1,0,N,2,4,4
53.87,1.73,M,49,30,4,1,12,10,0,N,1,3,4
68.57,1.82,V,20,0,2,0,0,0,0,N,2,4,4
76.87,1.7,M,42,0,8,0,2,1,0,S,2,4,3
99.4,1.72,M,49,0,18,0,3,1,0,N,3,3,3
88.13,1.8,V,55,0,5,0,4,0,0,N,2,4,4
100.36,1.76,V,41,0,0,0,29,19,0,N,0,1,1
50.8,1.68,M,31,130,0,5,1,0,0,N,3,3,4
95.08,1.7,M,22,0,13,0,20,13,0,N,1,3,3
59.62,1.82,V,34,100,0,7,6,0,0,N,1,2,2
55.12,1.75,V,39,130,0,6,2,1,2,S,2,3,2
63.65,1.66,M,45,0,0,0,4,9,2,N,0,1,1
46.66,1.61,M,72,140,13,1,10,4,0,N,0,1,1
77.81,1.67,M,27,0,0,5,0,0,0,N,2,3,4
94.61,1.77,V,42,0,14,1,0,4,0,N,0,0,0
63.74,1.6,M,70,0,8,4,0,14,0,N,1,2,1
49,1.65,M,29,110,11,0,17,7,0,N,0,2,1
93.05,1.77,V,49,0,7,0,7,1,0,N,3,4,4
132.72,1.84,V,65,0,15,4,0,0,0,N,1,1,1
55.76,1.76,V,41,30,0,0,17,14,3,N,1,2,0
76.23,1.65,M,42,0,2,3,0,0,0,N,2,3,2
83.92,1.71,V,44,0,0,2,0,0,0,N,1,0,0
75.95,1.61,M,44,0,13,0,8,8,2,N,1,3,4
103.73,1.65,M,54,0,3,0,19,7,0,N,0,1,0
84.5,1.67,M,56,0,0,7,0,5,4,N,0,3,3
83.8,1.73,V,53,0,0,2,8,6,0,N,1,2,2
80.63,1.58,M,65,0,0,3,10,4,0,N,3,4,4
48.41,1.64,M,56,120,4,0,9,13,0,N,2,1,1
56.39,1.77,V,46,10,4,0,0,4,0,N,3,4,4
88.44,1.62,M,18,0,17,0,0,0,0,N,1,1,0
43.25,1.55,M,34,60,0,0,17,11,0,N,0,1,1
79.61,1.81,V,31,0,5,1,0,7,0,N,0,0,0
97.39,1.75,V,48,0,13,2,0,1,0,N,1,3,3
59.86,1.73,V,41,0,0,0,0,0,1,N,1,3,4
62.28,1.71,V,60,0,0,0,0,7,0,N,1,1,0
73.63,1.67,M,54,0,0,3,0,0,0,N,1,4,3
110.22,1.66,M,73,0,2,7,9,1,0,N,0,2,2
59.44,1.64,M,39,0,2,0,6,5,0,N,2,4,4
57.67,1.79,V,29,80,2,3,0,11,0,N,2,3,3
68.49,1.7,M,57,0,7,0,0,0,0,N,3,3,4
80.84,1.74,V,42,0,0,1,0,0,0,N,1,2,1
61.83,1.72,V,31,0,2,0,0,0,0,N,1,3,3
60.17,1.65,M,20,0,10,0,8,15,0,N,1,3,2
78.38,1.63,M,51,0,0,0,11,3,0,N,1,2,3
75.69,1.65,M,53,0,9,0,7,6,0,N,2,2,3
79.01,1.75,V,65,0,5,2,0,2,0,N,2,4,4
58.05,1.53,M,45,0,0,0,11,4,0,N,2,4,4
52.86,1.55,M,40,0,0,2,0,2,0,N,1,2,2
81.29,1.66,M,40,0,10,0,9,3,0,N,2,3,4
53.87,1.73,M,31,30,0,7,0,3,0,N,2,2,2
47.82,1.63,M,37,210,0,0,22,7,0,N,2,3,3
100.37,1.59,M,74,0,7,6,11,4,4,S,4,4,4
75.3,1.79,V,35,0,0,0,0,0,0,N,1,2,1
53.98,1.57,M,37,0,0,0,1,2,0,N,2,1,3
71.1,1.84,V,82,0,0,0,0,0,0,N,2,3,3
59.8,1.66,M,24,10,0,0,7,0,0,N,1,2,3
72.32,1.55,M,40,0,0,6,0,0,0,N,1,3,4
107.58,1.64,M,26,0,0,6,20,10,0,S,2,3,0
94.52,1.79,V,26,0,0,3,7,4,0,N,0,1,1
88.34,1.68,V,33,0,0,7,0,0,0,N,2,3,4
87.69,1.73,V,38,0,3,0,11,6,0,N,1,1,2
58.32,1.8,V,43,80,12,0,17,8,0,N,0,1,1
71.4,1.69,M,52,0,0,3,0,3,0,S,1,3,3
81.77,1.75,V,56,0,8,0,7,10,1,N,0,0,2
91.74,1.74,V,29,0,0,0,16,4,0,N,1,2,2
85.55,1.78,V,27,0,0,2,5,5,0,N,1,0,0
60.91,1.61,M,42,0,0,2,0,0,0,N,2,3,4
54.43,1.72,M,58,20,0,0,0,0,0,N,1,1,0
53.87,1.73,V,53,120,0,0,0,0,0,N,2,3,3
98.17,1.8,V,45,0,11,0,7,1,3,N,2,4,4
101.76,1.71,V,33,0,0,5,8,0,0,N,2,2,3
73.64,1.58,M,26,0,0,0,7,1,0,N,0,2,1
55.73,1.61,M,37,0,4,0,0,3,0,N,1,3,3
72.96,1.62,M,18,0,0,4,0,1,0,N,2,3,3
105.98,1.67,M,52,0,12,5,0,3,5,N,2,1,0
88.75,1.65,M,50,0,0,2,20,8,0,N,1,2,4
55.76,1.76,V,64,110,17,0,3,0,4,N,1,2,2
47.82,1.63,M,32,50,5,1,5,4,0,N,1,3,4
54.95,1.61,M,32,0,7,0,0,9,0,N,0,0,1
68.87,1.68,M,54,0,0,0,0,0,0,N,1,2,1
53.25,1.72,M,34,60,0,3,0,3,0,N,2,2,3
48.41,1.64,M,27,60,0,0,14,9,0,N,2,4,4
90.11,1.65,M,29,0,9,1,13,10,0,N,0,2,0
107.41,1.78,M,25,0,15,0,0,0,6,N,1,1,0
112.42,1.72,V,59,0,12,1,9,3,0,N,1,1,1
53.87,1.73,V,42,70,0,0,16,10,0,N,3,4,4
51.41,1.69,M,37,90,0,0,12,12,0,N,1,3,3
56.39,1.77,V,69,150,0,0,0,0,0,N,1,2,3
92.29,1.65,M,56,0,11,2,4,6,0,N,1,1,1
101.91,1.76,V,38,0,0,4,0,0,0,N,0,0,0
110.22,1.66,M,46,0,16,3,12,4,0,N,0,0,0
64.3,1.89,V,34,230,7,0,15,9,0,S,3,2,3
102.85,1.79,V,34,0,3,5,0,0,0,N,1,1,2
88.91,1.61,M,57,20,13,3,21,3,0,N,2,3,4
58.32,1.8,V,29,120,0,2,3,2,4,N,1,2,4
69.82,1.72,V,45,0,0,2,0,0,0,N,2,4,3
80.85,1.75,V,53,0,0,1,0,0,0,N,1,1,1
85.97,1.66,M,55,0,1,0,10,0,0,N,2,2,2
58.32,1.8,V,56,40,0,1,11,8,0,N,0,0,1
49.6,1.66,M,36,30,2,0,1,8,0,N,3,3,4
110.89,1.78,V,30,0,9,4,6,0,0,N,4,4,4
72.54,1.7,M,49,0,10,0,5,12,0,N,1,3,1
107.66,1.79,V,25,0,5,4,0,0,0,N,2,3,2
124.52,1.78,V,18,0,0,10,0,0,1,N,0,2,2
91.76,1.66,M,41,0,5,0,23,11,0,N,1,3,3
75.58,1.67,M,42,0,0,3,8,8,2,N,0,1,3
70.51,1.61,M,69,20,13,0,7,0,2,N,0,2,1
46.08,1.6,M,67,70,6,0,10,4,0,N,1,0,0
56.16,1.62,M,45,0,0,0,3,6,0,N,1,2,1
83.4,1.69,V,54,0,1,1,15,6,0,N,3,4,4
80.68,1.8,V,46,0,0,1,4,1,0,N,3,4,4
57.03,1.78,V,19,80,0,0,3,0,0,N,0,0,2
129.6,1.8,V,44,0,17,6,0,0,0,N,3,3,1
106.25,1.76,V,55,0,6,7,0,8,0,N,1,2,0
87.68,1.63,V,29,0,11,4,5,8,0,N,0,1,1
101.25,1.79,V,61,0,0,5,0,0,0,N,1,2,2
76.2,1.76,V,43,0,2,3,15,14,0,N,2,3,4
49,1.65,V,31,110,0,2,3,0,0,N,2,3,3
82.69,1.61,M,25,0,0,4,3,0,0,N,3,3,2
60.89,1.62,M,68,0,1,0,3,0,0,N,4,4,4
74.52,1.73,V,73,10,0,4,0,3,0,N,0,2,0
82.38,1.78,V,43,0,4,1,0,0,0,N,1,4,1
99.48,1.66,M,39,0,4,5,13,11,0,N,1,2,1
122.22,1.84,V,54,0,10,0,10,1,0,N,1,1,1
50.2,1.67,V,37,50,9,1,0,0,0,N,3,4,4
86.74,1.83,V,36,0,0,0,14,5,0,N,3,4,4
70.85,1.74,V,38,0,0,1,0,2,0,N,2,2,2
67.17,1.68,V,43,0,0,1,0,0,0,N,2,4,3
48.41,1.64,V,18,30,0,1,0,0,6,N,0,0,0
105.63,1.76,V,55,0,8,1,9,0,0,N,1,4,4
97.08,1.79,V,43,0,0,3,5,0,0,N,2,2,2
90.98,1.73,M,38,0,7,1,12,6,0,S,0,3,3
76.77,1.68,M,33,0,4,0,20,16,0,N,0,3,3
70.44,1.75,V,52,10,0,2,6,6,0,N,1,2,2
52.63,1.71,M,36,40,8,4,4,8,1,N,1,3,2
48.41,1.64,M,38,10,0,3,0,5,0,N,1,2,3
76.18,1.84,V,30,0,0,1,0,0,0,N,2,4,4
75.5,1.77,V,45,0,5,0,4,9,0,N,0,1,2
70.25,1.61,M,58,0,0,4,0,0,1,S,3,3,3
74.33,1.59,M,26,0,0,2,10,5,0,N,2,3,3
67.24,1.64,M,53,0,0,3,0,2,0,N,1,3,3
60.26,1.69,M,40,0,0,3,0,4,0,N,3,4,4
80.21,1.73,V,18,0,2,1,8,5,0,N,1,3,2
55.12,1.75,V,40,190,9,2,6,2,0,N,3,4,3
62.67,1.74,V,36,0,0,1,5,10,7,N,1,2,2
69.27,1.59,M,36,0,0,5,0,0,0,N,2,4,4
97.19,1.65,M,33,0,10,0,16,8,0,N,1,2,2
59.35,1.65,V,40,0,0,1,0,4,3,N,2,3,3
87.63,1.66,M,57,0,0,0,19,9,0,N,0,0,1
103.61,1.78,V,26,0,0,6,1,0,0,N,1,1,2
57.67,1.79,V,18,50,0,0,15,3,NA,N,1,0,0
116.87,1.74,M,39,0,7,6,0,0,NA,N,2,2,1
74.34,1.79,V,18,0,0,0,2,0,0,N,1,1,3
60.4,1.61,M,50,0,0,0,0,0,0,N,0,2,1
70.94,1.63,M,34,0,0,5,1,1,1,S,1,4,4
44.94,1.58,M,46,30,6,4,0,1,0,N,2,4,3
67.93,1.79,V,32,0,0,2,0,4,0,N,2,3,4
61.84,1.79,V,18,0,0,0,12,14,0,N,2,2,4
72.58,1.75,V,54,0,0,2,0,3,1,N,1,2,2
52.6,1.7,M,29,0,2,0,0,6,0,N,0,3,4
79.76,1.67,M,44,0,17,2,0,6,1,N,2,4,4
88.4,1.78,V,44,0,0,2,10,9,2,N,0,1,1
50.8,1.68,M,18,30,0,4,8,0,0,N,3,4,4
86.85,1.71,V,23,0,0,1,8,0,0,N,0,2,2
50.8,1.68,V,19,110,5,0,12,10,0,N,0,3,4
49,1.65,M,51,50,7,0,12,11,0,N,3,4,4
100.59,1.71,V,52,0,0,6,0,1,0,N,0,1,0
110.22,1.66,M,61,0,13,3,15,3,0,N,2,4,4
106.06,1.7,M,18,0,32,0,0,5,0,N,1,2,3
77.75,1.76,V,34,0,0,3,0,4,0,N,1,3,2
80.74,1.79,V,48,30,2,4,12,0,0,N,2,4,2
89.11,1.81,V,63,0,0,3,0,0,0,N,1,3,3
106.93,1.7,V,40,0,18,3,0,3,0,N,0,1,2
77.57,1.6,M,65,0,0,5,16,16,0,N,1,2,2
95.39,1.69,M,50,0,3,3,0,1,6,N,0,0,0
94.16,1.74,V,31,0,0,5,15,16,4,N,0,0,1
93.79,1.63,M,55,0,17,3,0,0,0,N,2,3,3
99.17,1.78,V,51,0,0,1,4,0,0,N,0,1,0
66.04,1.68,M,21,0,2,2,0,0,0,N,1,2,4
44.94,1.58,M,41,110,10,3,0,0,0,N,1,2,3
63.23,1.6,M,57,0,0,1,11,12,0,N,2,3,3
56.32,1.6,M,41,0,0,1,12,14,0,N,1,2,3
66.42,1.8,V,51,0,0,0,0,4,0,N,2,3,3
116.88,1.83,V,42,0,19,2,6,6,7,N,2,3,3
89.49,1.73,V,34,0,7,1,4,0,0,N,1,2,3
57.64,1.59,M,28,0,0,1,3,5,0,N,2,2,2
105.39,1.69,M,46,0,16,3,8,11,0,N,0,0,0
76.6,1.74,V,18,0,0,3,0,0,0,N,2,3,4
47.24,1.62,M,25,40,0,0,20,10,0,N,0,0,0
52.63,1.71,V,27,60,16,5,3,0,0,N,1,2,2
103.22,1.71,V,18,0,0,0,22,4,0,N,2,3,3
86.41,1.7,V,29,0,0,0,9,0,0,N,0,1,1
58.97,1.81,V,39,30,8,2,0,2,0,N,2,4,3
66.38,1.71,V,32,0,2,0,4,7,0,N,3,4,2
123.57,1.78,V,57,10,9,4,15,2,0,N,2,4,2
114.24,1.69,M,47,0,14,9,11,7,0,N,2,3,2
68.23,1.62,M,50,0,0,1,8,4,0,N,1,2,3
53.87,1.73,V,55,160,0,4,4,0,0,N,1,3,2
48.41,1.64,M,34,80,7,5,0,1,0,N,2,2,0
99.31,1.77,V,26,0,6,4,0,0,0,N,0,1,2
88.65,1.61,M,22,0,2,1,8,0,0,N,1,0,0
76.54,1.69,M,40,0,4,2,23,25,0,N,2,3,2
96.49,1.77,V,32,0,0,4,0,0,0,N,1,0,0
88.11,1.79,V,43,0,16,0,13,16,0,N,1,3,4
52.63,1.71,V,68,200,4,2,15,11,0,N,1,3,4
61.7,1.6,M,30,0,0,0,1,1,0,N,1,3,1
68.61,1.6,M,55,0,8,0,9,5,0,N,2,4,4
92.99,1.71,M,54,0,0,4,8,8,6,N,1,1,0
57.67,1.79,V,52,70,0,3,0,0,0,N,0,2,3
49.6,1.66,M,47,50,20,0,0,3,0,N,3,3,3
53.25,1.72,V,40,60,17,0,6,2,0,N,2,2,3
83.11,1.67,M,21,0,10,5,0,6,0,N,2,2,3
52.02,1.7,M,25,90,0,2,22,12,0,N,1,2,1
60.91,1.58,M,69,0,7,0,0,7,0,N,1,3,1
96.78,1.75,V,43,0,2,0,13,3,0,N,1,2,2
81.09,1.62,M,35,0,9,0,0,0,0,N,0,0,1
58.97,1.81,V,25,80,6,0,4,1,1,N,0,2,1
85.4,1.69,M,25,0,2,1,1,0,0,N,2,0,0
58.32,1.8,V,29,150,13,1,0,0,0,N,0,2,1
68.72,1.71,M,34,0,0,1,0,0,0,N,1,4,4
75.08,1.68,V,41,0,16,0,0,3,0,N,1,3,3
71.17,1.6,M,22,0,17,1,9,13,0,N,1,2,4
51.41,1.69,M,35,170,0,0,15,6,3,N,3,3,4
70.8,1.77,V,50,0,0,0,5,4,0,N,1,2,3
58.32,1.8,V,37,60,0,0,12,0,0,N,1,2,2
64.84,1.53,M,44,0,0,1,6,0,0,N,1,3,3
55.12,1.75,V,55,80,0,3,2,6,2,N,1,2,4
73.38,1.81,V,21,0,0,0,0,2,0,N,2,2,2
49.6,1.66,M,59,20,0,0,0,10,0,N,1,3,4
91.69,1.76,V,49,0,11,1,0,0,0,N,0,3,4
101.12,1.59,M,62,0,16,1,13,5,0,N,2,3,2
104.64,1.77,V,38,0,7,4,6,3,0,N,2,4,3
54.5,1.74,V,34,50,0,5,0,0,0,N,1,1,1
91.17,1.77,V,61,10,9,0,9,5,0,N,0,1,0
79.02,1.74,V,31,0,7,0,1,2,1,N,1,2,2
80.51,1.73,M,52,0,0,3,3,2,2,S,1,3,3
90.38,1.66,M,57,0,0,1,23,12,1,N,1,3,3
96.77,1.6,V,42,0,0,8,0,1,0,N,0,0,0
88.66,1.77,V,47,0,18,4,0,14,0,S,1,1,2
50.2,1.67,V,52,20,5,0,17,16,0,N,0,1,1
96.38,1.65,V,50,0,0,3,24,14,0,N,1,2,2
78.59,1.6,V,62,0,2,0,11,2,0,N,1,3,3
85.49,1.76,V,37,10,6,0,12,3,0,N,1,2,2
79.2,1.67,M,64,0,0,0,12,6,0,N,0,1,1
65.09,1.62,M,44,0,0,0,5,5,0,N,2,4,2
52.63,1.71,V,34,50,0,3,0,0,1,S,1,1,0
84.83,1.69,M,47,0,0,4,0,0,0,N,2,3,3
53.25,1.72,V,59,40,7,2,0,0,2,N,2,4,4
79.89,1.77,V,47,0,0,1,14,16,0,N,0,0,0
80.16,1.68,M,35,0,0,2,0,0,0,N,1,1,0
106.57,1.75,V,54,0,4,2,21,12,0,N,1,2,1
102.34,1.78,V,37,0,13,2,0,0,1,N,1,3,4
89.71,1.79,V,55,0,0,0,22,15,0,N,1,1,2
105.91,1.72,V,45,0,0,6,13,8,0,N,1,2,1
56.63,1.59,M,35,0,0,0,4,3,0,N,3,4,3
56.39,1.77,V,60,70,0,0,26,6,0,N,1,0,1
50.8,1.68,M,29,60,0,1,15,1,0,S,0,1,1
96.06,1.82,V,36,0,0,0,21,10,0,N,1,3,4
81.38,1.58,M,49,0,0,0,22,6,0,N,2,3,4
55.76,1.76,V,23,110,0,0,6,1,0,N,0,2,2
85.84,1.77,V,33,0,15,0,0,3,0,N,1,3,2
52.37,1.55,M,48,0,0,1,0,7,0,N,0,1,2
90.6,1.68,M,28,0,0,2,4,0,0,N,0,0,1
122.5,1.75,M,58,0,15,0,10,0,0,N,1,1,0
84.67,1.68,V,42,0,0,0,9,3,0,S,1,0,0
71.92,1.66,M,18,0,8,0,0,0,3,N,1,3,4
74.95,1.66,M,18,0,2,2,0,1,0,N,0,2,1
66.42,1.77,V,37,0,7,0,0,5,0,N,1,4,4
86.67,1.75,V,49,0,7,0,8,6,0,N,2,4,4
92.99,1.71,M,37,0,0,5,0,0,0,N,1,1,1
65.69,1.69,M,35,0,0,4,0,9,0,N,1,1,0
101.83,1.62,M,40,0,16,1,10,7,0,N,0,2,0
86.14,1.86,V,35,0,0,1,1,3,0,N,1,2,0
68.75,1.78,V,48,0,0,0,3,2,0,S,3,4,4
48.41,1.64,M,58,30,0,0,0,0,0,N,1,2,2
90.6,1.63,M,35,0,0,0,28,18,0,N,0,0,0
98.6,1.57,M,61,0,15,6,0,0,7,N,2,3,1
67.46,1.68,M,58,10,9,0,0,0,0,N,1,1,2
49.6,1.66,V,63,60,0,0,0,0,0,N,2,2,2
67.5,1.59,M,49,0,0,4,0,1,0,N,1,2,2
47.82,1.63,M,33,120,0,1,8,0,0,N,1,0,0
64.63,1.68,M,26,0,0,1,0,0,0,N,2,4,4
95.66,1.67,M,65,0,8,3,17,16,0,N,1,2,3
51.2,1.6,M,37,0,0,0,3,10,0,N,0,0,0
53.25,1.72,V,45,50,2,1,2,1,0,N,1,1,2
82.54,1.69,V,40,0,0,4,3,0,0,S,3,4,4
58.97,1.81,V,36,140,4,2,2,4,0,N,3,4,4
47.24,1.62,M,52,40,0,1,0,1,0,N,3,4,4
101.07,1.78,V,24,0,8,4,0,2,0,N,1,3,2
63.01,1.72,M,47,0,5,0,8,14,0,N,1,2,2
85.79,1.72,V,56,0,0,3,0,0,3,N,1,2,1
53.91,1.68,M,29,20,0,3,0,3,0,S,0,1,0
52.63,1.71,V,29,70,0,0,2,0,0,S,1,2,3
58.45,1.63,M,18,0,0,0,0,0,0,N,2,3,4
71.81,1.64,M,31,0,0,4,0,1,0,S,1,1,2
90.68,1.79,V,52,0,13,2,0,3,0,N,1,3,4
70.4,1.6,M,33,0,8,0,0,0,0,N,1,3,2
55.76,1.76,V,40,70,0,0,10,13,2,N,0,3,3
52.02,1.7,M,39,90,0,4,5,5,0,N,3,3,4
65.5,1.71,M,18,0,0,0,0,0,1,N,1,3,4
48.41,1.64,M,46,100,14,5,0,0,0,N,3,4,2
44.94,1.58,M,37,130,7,3,0,0,0,N,1,3,2
87.15,1.63,M,30,0,0,7,2,0,0,N,2,3,4
80.63,1.7,V,28,0,7,2,18,21,0,N,1,2,1
120.89,1.81,V,48,0,11,4,9,5,2,N,4,4,3
92.71,1.81,V,33,0,7,3,0,3,0,N,1,4,3
81.16,1.75,V,19,0,0,0,9,0,0,N,0,2,3
96.22,1.67,M,35,0,21,0,0,0,0,N,1,1,2
73.33,1.63,M,44,0,0,0,21,15,0,S,2,3,2
97.1,1.7,V,77,0,5,6,0,0,0,N,2,3,3
49.6,1.66,M,52,30,0,3,0,4,0,N,1,1,1
57.03,1.78,V,52,90,0,0,5,0,0,N,2,3,4
77.78,1.71,V,28,0,3,0,0,0,0,N,1,1,1
62.27,1.86,V,37,110,0,0,22,10,0,N,2,2,3
85.87,1.79,V,39,0,11,1,0,2,0,N,0,1,3
80.5,1.63,M,25,0,0,0,8,0,0,N,1,2,1
48.41,1.64,M,36,90,3,0,29,7,0,N,1,3,3
50.8,1.68,M,47,60,0,4,4,1,2,N,2,4,4
72.23,1.71,M,50,0,12,3,0,9,0,N,3,4,4
66.96,1.71,V,32,0,0,2,0,0,0,N,2,3,4
84.05,1.66,V,38,0,7,0,6,0,0,N,0,2,2
59.62,1.82,V,29,70,0,4,0,0,0,N,1,0,1
49.42,1.63,M,20,30,3,3,3,0,0,N,1,0,0
106.21,1.77,V,35,0,10,1,10,9,0,N,2,2,1
52.63,1.71,V,58,20,0,4,3,3,0,N,1,4,4
67.51,1.64,M,24,0,18,0,0,8,0,N,2,3,4
89.64,1.72,M,58,0,0,5,0,0,0,N,1,2,3
53.87,1.73,M,38,10,0,0,0,16,0,N,1,2,2
86.83,1.79,V,42,0,0,4,0,3,0,N,1,1,3
101.32,1.68,M,39,0,25,0,1,0,0,N,1,3,4
